"","timestampMs","latitudeE7","longitudeE7","accuracy","Timestamp"
"7800",1536937711999,51.5153868,-0.1374652,10,2018-09-14 16:08:31
"7801",1536937726999,51.5151925,-0.1373039,10,2018-09-14 16:08:46
"7802",1536937742999,51.5150186,-0.1371864,10,2018-09-14 16:09:02
"7805",1536937774999,51.5150734,-0.1368853,10,2018-09-14 16:09:34
"7806",1536937790999,51.5152213,-0.1367352,10,2018-09-14 16:09:50
"7807",1536937806999,51.5152144,-0.1362757,10,2018-09-14 16:10:06
"7810",1536937837999,51.5148112,-0.135817,10,2018-09-14 16:10:37
"7811",1536937853999,51.5147241,-0.13582,10,2018-09-14 16:10:53
"7812",1536937869999,51.5145844,-0.1356657,10,2018-09-14 16:11:09
"7815",1536937900999,51.5142808,-0.1353809,10,2018-09-14 16:11:40
"7816",1536937916999,51.5140807,-0.1353042,10,2018-09-14 16:11:56
"7817",1536937931999,51.5139331,-0.1352738,10,2018-09-14 16:12:11
"7827",1536937962999,51.5136001,-0.1349809,10,2018-09-14 16:12:42
"7837",1536937993999,51.51327,-0.1346715,10,2018-09-14 16:13:13
"7838",1536938009999,51.513154,-0.1344861,10,2018-09-14 16:13:29
"7839",1536938024999,51.5130129,-0.1343177,10,2018-09-14 16:13:44
"7845",1536938055999,51.5127543,-0.1344642,10,2018-09-14 16:14:15
"7855",1536938086999,51.5124622,-0.1344598,10,2018-09-14 16:14:46
"7856",1536938101999,51.5123577,-0.1343788,10,2018-09-14 16:15:01
"7860",1536938132999,51.5123963,-0.1338823,10,2018-09-14 16:15:32
"7861",1536938148999,51.5122395,-0.1335997,10,2018-09-14 16:15:48
"7862",1536938163999,51.5120768,-0.133463,10,2018-09-14 16:16:03
"7874",1536938194999,51.5117432,-0.1331153,10,2018-09-14 16:16:34
"7875",1536938210999,51.511558,-0.1330783,10,2018-09-14 16:16:50
"7876",1536938226999,51.5113389,-0.1332762,10,2018-09-14 16:17:06
"7877",1536938241999,51.5111372,-0.1334091,10,2018-09-14 16:17:21
"7880",1536938273999,51.5108253,-0.1338214,10,2018-09-14 16:17:53
"7898",1536938305999,51.5106639,-0.1340768,10,2018-09-14 16:18:25
"7899",1536938321999,51.5104185,-0.1341374,10,2018-09-14 16:18:41
"7900",1536938337999,51.5102734,-0.1343053,10,2018-09-14 16:18:57
"7901",1536938352999,51.5102693,-0.1343689,10,2018-09-14 16:19:12
"7913",1536938383999,51.5101847,-0.1341968,10,2018-09-14 16:19:43
"7975",1536939450147,51.4950599,-0.1440654,17,2018-09-14 16:37:30
"8093",1536941194209,51.4953292,-0.1444843,14,2018-09-14 17:06:34
"8116",1536941436130,51.4952528,-0.1442998,17,2018-09-14 17:10:36
"8162",1536941838771,51.4952306,-0.1443457,17,2018-09-14 17:17:18
"8163",1536941997740,51.4952306,-0.1443457,17,2018-09-14 17:19:57
"8186",1536942270326,51.4952444,-0.1442498,17,2018-09-14 17:24:30
"8187",1536942400187,51.4952594,-0.1443585,16,2018-09-14 17:26:40
"8188",1536942426360,51.4952364,-0.1443103,17,2018-09-14 17:27:06
"8198",1536942616114,51.4952324,-0.1443463,15,2018-09-14 17:30:16
"8199",1536942713165,51.4952324,-0.1443463,15,2018-09-14 17:31:53
"8200",1536942736252,51.4952324,-0.1443463,15,2018-09-14 17:32:16
"8205",1536943275241,51.4953705,-0.1442516,17,2018-09-14 17:41:15
"8206",1536943397041,51.4951226,-0.1435199,16,2018-09-14 17:43:17
"8252",1536943598857,51.4948856,-0.1435695,32,2018-09-14 17:46:38
"8264",1536943776728,51.4949851,-0.1439087,17,2018-09-14 17:49:36
"8265",1536943800755,51.4949686,-0.1438386,17,2018-09-14 17:50:00
"8299",1536943963000,51.4940717,-0.1444835,16,2018-09-14 17:52:43
"8311",1536943994000,51.4922847,-0.1461702,16,2018-09-14 17:53:14
"8390",1536944735623,51.4142492,-0.0478438,16,2018-09-14 18:05:35
"8685",1536947994226,51.2775652,0.5196282,16,2018-09-14 18:59:54
"8719",1536948458674,51.2746544,0.5104747,32,2018-09-14 19:07:38
"8738",1536954460247,51.2893593,0.5006066,17,2018-09-14 20:47:40
"8830",1536957218487,51.2888034,0.5007571,21,2018-09-14 21:33:38
"8831",1536957241515,51.2889184,0.5007804,48,2018-09-14 21:34:01
"8832",1536957256999,51.2888743,0.5009745,20,2018-09-14 21:34:16
"8833",1536957271999,51.2886635,0.5010574,44,2018-09-14 21:34:31
"8834",1536957299999,51.2887593,0.5008276,32,2018-09-14 21:34:59
"8835",1536957314999,51.2887844,0.5008806,29,2018-09-14 21:35:14
"8836",1536957333999,51.2887722,0.5008433,16,2018-09-14 21:35:33
"8837",1536957349999,51.2888094,0.5009446,12,2018-09-14 21:35:49
"8847",1536957409999,51.2888771,0.5008142,20,2018-09-14 21:36:49
"8848",1536957430999,51.2888541,0.5008211,19,2018-09-14 21:37:10
"8860",1536957462999,51.2888776,0.5008658,10,2018-09-14 21:37:42
"8861",1536957477999,51.2888596,0.5008074,10,2018-09-14 21:37:57
"8862",1536957493999,51.288838,0.5007799,10,2018-09-14 21:38:13
"8885",1536957921333,51.2889092,0.5008482,29,2018-09-14 21:45:21
"8896",1536958184460,51.2889092,0.5008482,26,2018-09-14 21:49:44
"8918",1536958459158,51.2888901,0.5008384,14,2018-09-14 21:54:19
"8940",1536958827807,51.2889092,0.5008482,28,2018-09-14 22:00:27
"8962",1536959204529,51.2889092,0.5008482,39,2018-09-14 22:06:44
"8985",1536959582998,51.2888908,0.5008614,14,2018-09-14 22:13:02
"8986",1536959704218,51.2889092,0.5008482,39,2018-09-14 22:15:04
"8999",1536959960944,51.2889092,0.5008482,29,2018-09-14 22:19:20
"9011",1536960215884,51.2888754,0.5008051,15,2018-09-14 22:23:35
"9012",1536960336946,51.2888723,0.500795,15,2018-09-14 22:25:36
"9013",1536960463151,51.2888795,0.5008094,15,2018-09-14 22:27:43
"9014",1536960679107,51.2888795,0.5008094,15,2018-09-14 22:31:19
"9015",1536960702487,51.2888795,0.5008094,15,2018-09-14 22:31:42
"9016",1536960886203,51.2889092,0.5008482,26,2018-09-14 22:34:46
"9017",1536961026097,51.2889092,0.5008482,23,2018-09-14 22:37:06
"9019",1536961290384,51.2888603,0.5006352,32,2018-09-14 22:41:30
"9020",1536961684183,51.2889092,0.5008482,23,2018-09-14 22:48:04
"9021",1536962082134,51.2889092,0.5008482,23,2018-09-14 22:54:42
"9022",1536962445307,51.2889,0.5008465,14,2018-09-14 23:00:45
"9023",1536962516097,51.2889,0.5008465,14,2018-09-14 23:01:56
"9024",1536962636996,51.2888993,0.5008485,14,2018-09-14 23:03:56
"9049",1536963006877,51.2888785,0.5008207,14,2018-09-14 23:10:06
"9050",1536963126942,51.2888857,0.500831,14,2018-09-14 23:12:06
"9051",1536963265614,51.2888857,0.500831,14,2018-09-14 23:14:25
"9052",1536963393196,51.2888857,0.500831,14,2018-09-14 23:16:33
"9053",1536963460871,51.2888892,0.5008368,14,2018-09-14 23:17:40
"9054",1536963619627,51.2888892,0.5008368,14,2018-09-14 23:20:19
"9055",1536963634265,51.2888892,0.5008368,14,2018-09-14 23:20:34
"9056",1536963793857,51.2888892,0.5008368,14,2018-09-14 23:23:13
"9057",1536963835616,51.2888922,0.5008379,15,2018-09-14 23:23:55
"9058",1536964916801,51.2888981,0.5008489,14,2018-09-14 23:41:56
"9059",1536964946578,51.2889092,0.5008482,29,2018-09-14 23:42:26
"9060",1536965286711,51.2888994,0.5008443,14,2018-09-14 23:48:06
"9061",1536967274249,51.2888951,0.50084,14,2018-09-15 00:21:14
"9062",1536967873028,51.2888933,0.5008386,14,2018-09-15 00:31:13
"9063",1536968889119,51.2889092,0.5008482,28,2018-09-15 00:48:09
"9064",1536970727520,51.2888814,0.5008179,15,2018-09-15 01:18:47
"9065",1536972863533,51.2889092,0.5008482,16,2018-09-15 01:54:23
"9066",1536973463717,51.2889092,0.5008482,16,2018-09-15 02:04:23
"9067",1536974440593,51.2889092,0.5008482,16,2018-09-15 02:20:40
"9068",1536975557671,51.2889092,0.5008482,16,2018-09-15 02:39:17
"9069",1536976200037,51.2889092,0.5008482,16,2018-09-15 02:50:00
"9070",1536976404559,51.2889092,0.5008482,16,2018-09-15 02:53:24
"9071",1536978268094,51.2889092,0.5008482,16,2018-09-15 03:24:28
"9072",1536978868161,51.2888919,0.5008367,14,2018-09-15 03:34:28
"9073",1536980046122,51.2889092,0.5008482,29,2018-09-15 03:54:06
"9074",1536980867760,51.2889092,0.5008482,16,2018-09-15 04:07:47
"9075",1536981888993,51.2889092,0.5008482,29,2018-09-15 04:24:48
"9076",1536982189334,51.2889092,0.5008482,29,2018-09-15 04:29:49
"9088",1536982198710,51.2889092,0.5008482,29,2018-09-15 04:29:58
"9198",1536983243603,51.3025027,0.3871202,24,2018-09-15 04:47:23
"9199",1536983247999,51.3026078,0.3858245,12,2018-09-15 04:47:27
"9388",1536985456537,51.1613897,-0.17534,14,2018-09-15 05:24:16
"9389",1536985492133,51.1612435,-0.1760225,15,2018-09-15 05:24:52
"9390",1536985520838,51.1611317,-0.1760045,14,2018-09-15 05:25:20
"9413",1536985885061,51.1609934,-0.1767057,37,2018-09-15 05:31:25
"9436",1536986307970,51.161175,-0.1767055,14,2018-09-15 05:38:27
"9455",1536986671122,51.1614687,-0.1775839,14,2018-09-15 05:44:31
"9470",1536987047025,51.1599061,-0.1785147,14,2018-09-15 05:50:47
"9471",1536987167855,51.1598021,-0.1783807,14,2018-09-15 05:52:47
"9518",1536987802722,51.1601868,-0.1790418,14,2018-09-15 06:03:22
"9533",1536988185168,51.1606122,-0.1791929,16,2018-09-15 06:09:45
"9556",1536988526903,51.1606803,-0.1789261,17,2018-09-15 06:15:26
"9557",1536988647228,51.1606803,-0.1789261,17,2018-09-15 06:17:27
"9568",1536988887529,51.1606687,-0.1790059,14,2018-09-15 06:21:27
"9569",1536988947572,51.1606692,-0.1790009,15,2018-09-15 06:22:27
"9602",1536989331264,51.1606758,-0.1789347,14,2018-09-15 06:28:51
"9625",1536989702886,51.1606573,-0.1789844,14,2018-09-15 06:35:02
"9648",1536990021144,51.1606835,-0.1789245,15,2018-09-15 06:40:21
"9794",1536991525467,51.1595134,-0.1726139,14,2018-09-15 07:05:25
"10417",1537001763047,39.864546,4.2251583,35,2018-09-15 09:56:03
"10418",1537001883225,39.8643486,4.2248339,14,2018-09-15 09:58:03
"10419",1537002012572,39.8643429,4.2248407,14,2018-09-15 10:00:12
"10420",1537002138540,39.8643513,4.2247451,17,2018-09-15 10:02:18
"10425",1537002381209,39.8642963,4.2256848,16,2018-09-15 10:06:21
"10429",1537002625273,39.8650661,4.2257388,14,2018-09-15 10:10:25
"10445",1537002869493,39.8649637,4.2259966,15,2018-09-15 10:14:29
"10457",1537003126161,39.8649003,4.2264661,28,2018-09-15 10:18:46
"10518",1537004061000,39.8650756,4.2270776,10,2018-09-15 10:34:21
"10519",1537004076000,39.8650641,4.2270192,10,2018-09-15 10:34:36
"10520",1537004091508,39.8650882,4.2270117,10,2018-09-15 10:34:51
"10532",1537004121714,39.8651118,4.2270006,10,2018-09-15 10:35:21
"10533",1537004138000,39.8651501,4.227016,10,2018-09-15 10:35:38
"10534",1537004154000,39.865155,4.2270175,10,2018-09-15 10:35:54
"10546",1537004184000,39.8656586,4.2271568,10,2018-09-15 10:36:24
"10547",1537004197000,39.8657649,4.2274229,10,2018-09-15 10:36:37
"10548",1537004213000,39.8653058,4.2273853,10,2018-09-15 10:36:53
"10549",1537004228000,39.8651954,4.2274388,10,2018-09-15 10:37:08
"10550",1537004244000,39.8652217,4.2277775,10,2018-09-15 10:37:24
"10551",1537004247000,39.865222,4.2277942,10,2018-09-15 10:37:27
"10552",1537004257000,39.865219,4.2278136,10,2018-09-15 10:37:37
"10564",1537004288000,39.8672014,4.2261819,10,2018-09-15 10:38:08
"10565",1537004303000,39.8686587,4.2265517,10,2018-09-15 10:38:23
"10566",1537004312000,39.8696797,4.2268621,10,2018-09-15 10:38:32
"10567",1537004317000,39.8702981,4.2270249,10,2018-09-15 10:38:37
"10579",1537004349000,39.874675,4.2279575,10,2018-09-15 10:39:09
"10590",1537004368000,39.8774438,4.2281179,12,2018-09-15 10:39:28
"10591",1537004378000,39.877941,4.2284155,10,2018-09-15 10:39:38
"10592",1537004393000,39.8786224,4.23029,10,2018-09-15 10:39:53
"10593",1537004409000,39.8795419,4.2329815,10,2018-09-15 10:40:09
"10594",1537004424000,39.8804455,4.2355764,10,2018-09-15 10:40:24
"10595",1537004436000,39.8806773,4.2367137,10,2018-09-15 10:40:36
"10596",1537004438000,39.8806689,4.2368389,12,2018-09-15 10:40:38
"10608",1537004469000,39.8822758,4.2407921,10,2018-09-15 10:41:09
"10609",1537004485000,39.8832149,4.2435182,12,2018-09-15 10:41:25
"10610",1537004488000,39.8833877,4.2440314,12,2018-09-15 10:41:28
"10611",1537004499000,39.8840888,4.2459842,10,2018-09-15 10:41:39
"10623",1537004529000,39.8855288,4.2499279,10,2018-09-15 10:42:09
"10635",1537004549000,39.8856519,4.2503184,10,2018-09-15 10:42:29
"10636",1537004559000,39.8856474,4.2504441,10,2018-09-15 10:42:39
"10637",1537004560000,39.8856438,4.250509,10,2018-09-15 10:42:40
"10638",1537004565000,39.8856679,4.2507616,10,2018-09-15 10:42:45
"10639",1537004566000,39.8857029,4.2508013,10,2018-09-15 10:42:46
"10651",1537004597000,39.8883451,4.2489794,10,2018-09-15 10:43:17
"10663",1537004626000,39.8878289,4.2487493,16,2018-09-15 10:43:46
"10664",1537004638000,39.8870883,4.2491716,10,2018-09-15 10:43:58
"10665",1537004653000,39.8866665,4.2479448,10,2018-09-15 10:44:13
"10688",1537004688000,39.8861408,4.2457314,10,2018-09-15 10:44:48
"10689",1537004698000,39.8866863,4.2454003,10,2018-09-15 10:44:58
"10690",1537004705000,39.8868591,4.2452904,10,2018-09-15 10:45:05
"10691",1537004706000,39.8868698,4.2452753,10,2018-09-15 10:45:06
"10692",1537004712000,39.8868823,4.245267,10,2018-09-15 10:45:12
"10693",1537004762390,39.8867828,4.2451246,17,2018-09-15 10:46:02
"10705",1537005022027,39.8867078,4.2448715,14,2018-09-15 10:50:22
"10722",1537005387119,39.8867643,4.2450533,23,2018-09-15 10:56:27
"10741",1537005748171,39.8867953,4.2450668,17,2018-09-15 11:02:28
"10774",1537006323016,39.8868756,4.244731,14,2018-09-15 11:12:03
"10795",1537006724924,39.8868658,4.24474,15,2018-09-15 11:18:44
"10876",1537007743000,39.8868458,4.2452244,10,2018-09-15 11:35:43
"10877",1537007758000,39.8868647,4.2451959,10,2018-09-15 11:35:58
"10889",1537007802822,39.886931,4.2451329,10,2018-09-15 11:36:42
"10890",1537007804000,39.8869562,4.2451252,10,2018-09-15 11:36:44
"10891",1537007804690,39.8869562,4.2451252,10,2018-09-15 11:36:44
"10892",1537007820000,39.8871577,4.2451032,10,2018-09-15 11:37:00
"10904",1537007841786,39.8879451,4.2472062,10,2018-09-15 11:37:21
"10905",1537007864000,39.8883836,4.2483768,10,2018-09-15 11:37:44
"10906",1537007879000,39.8881617,4.2485903,10,2018-09-15 11:37:59
"10907",1537007894000,39.8867918,4.2493822,10,2018-09-15 11:38:14
"10919",1537007914000,39.885746,4.2503576,10,2018-09-15 11:38:34
"10920",1537007924000,39.8852329,4.250836,10,2018-09-15 11:38:44
"10921",1537007925000,39.8851383,4.2509027,10,2018-09-15 11:38:45
"10922",1537007940000,39.883756,4.251818,10,2018-09-15 11:39:00
"10923",1537007956000,39.8828207,4.2529181,10,2018-09-15 11:39:16
"10935",1537007975000,39.882369,4.2558846,10,2018-09-15 11:39:35
"10936",1537007984000,39.8822476,4.2562031,10,2018-09-15 11:39:44
"10937",1537007999000,39.8822233,4.258126,10,2018-09-15 11:39:59
"10938",1537008015000,39.8820747,4.2599485,10,2018-09-15 11:40:15
"10939",1537008030000,39.8820946,4.2620516,10,2018-09-15 11:40:30
"10940",1537008037000,39.8820574,4.2631731,10,2018-09-15 11:40:37
"10941",1537008045000,39.8820333,4.2640582,10,2018-09-15 11:40:45
"10953",1537008076000,39.8819257,4.2674939,10,2018-09-15 11:41:16
"10954",1537008092000,39.8818482,4.2697587,10,2018-09-15 11:41:32
"10955",1537008095000,39.881857,4.2701813,10,2018-09-15 11:41:35
"10956",1537008105000,39.8823791,4.271235,10,2018-09-15 11:41:45
"10957",1537008106000,39.8824239,4.2712621,10,2018-09-15 11:41:46
"10958",1537008107000,39.8824551,4.2712855,10,2018-09-15 11:41:47
"10959",1537008122000,39.883426,4.2716581,10,2018-09-15 11:42:02
"10970",1537008153000,39.8837608,4.2732552,10,2018-09-15 11:42:33
"10971",1537008157000,39.8835572,4.2737405,10,2018-09-15 11:42:37
"10972",1537008165000,39.8831615,4.2747491,10,2018-09-15 11:42:45
"10973",1537008181000,39.8841645,4.276398,10,2018-09-15 11:43:01
"10981",1537008212000,39.8828858,4.2793723,10,2018-09-15 11:43:32
"10982",1537008215000,39.8828029,4.2793247,10,2018-09-15 11:43:35
"10983",1537008226000,39.8826119,4.2791096,10,2018-09-15 11:43:46
"10984",1537008227000,39.8826022,4.2790959,10,2018-09-15 11:43:47
"10996",1537008259000,39.8823179,4.2793226,10,2018-09-15 11:44:19
"11008",1537008278000,39.8813831,4.2786518,10,2018-09-15 11:44:38
"11009",1537008287000,39.8810796,4.2785259,10,2018-09-15 11:44:47
"11010",1537008288000,39.8810658,4.2785282,10,2018-09-15 11:44:48
"11011",1537008303000,39.8806512,4.2785447,10,2018-09-15 11:45:03
"11012",1537008318000,39.8801342,4.2791706,10,2018-09-15 11:45:18
"11024",1537008338000,39.8801105,4.2794131,10,2018-09-15 11:45:38
"11025",1537008347000,39.8801147,4.2794207,10,2018-09-15 11:45:47
"11026",1537008363000,39.8801188,4.2794236,10,2018-09-15 11:46:03
"11027",1537008379000,39.8801519,4.2794593,10,2018-09-15 11:46:19
"11028",1537008394000,39.8800696,4.2793848,10,2018-09-15 11:46:34
"11029",1537008397000,39.8800066,4.2793798,10,2018-09-15 11:46:37
"11030",1537008408000,39.8796638,4.2792926,10,2018-09-15 11:46:48
"11031",1537008409000,39.8796213,4.2792806,10,2018-09-15 11:46:49
"11043",1537008439000,39.8787559,4.2795022,10,2018-09-15 11:47:19
"11044",1537008455000,39.8786008,4.2805434,10,2018-09-15 11:47:35
"11045",1537008459000,39.8785369,4.2807391,10,2018-09-15 11:47:39
"11046",1537008468000,39.8784135,4.2809564,10,2018-09-15 11:47:48
"11047",1537008469000,39.8784085,4.2809599,10,2018-09-15 11:47:49
"11048",1537008470000,39.8784053,4.2809641,10,2018-09-15 11:47:50
"11049",1537008471000,39.8784033,4.2809694,10,2018-09-15 11:47:51
"11050",1537008472000,39.8784026,4.2809771,10,2018-09-15 11:47:52
"11051",1537008473000,39.8784049,4.2809772,10,2018-09-15 11:47:53
"11052",1537008474000,39.878411,4.2809783,10,2018-09-15 11:47:54
"11053",1537008475000,39.8784195,4.2809803,10,2018-09-15 11:47:55
"11054",1537008476000,39.8784299,4.2809853,10,2018-09-15 11:47:56
"11055",1537008477000,39.8784425,4.2809915,10,2018-09-15 11:47:57
"11067",1537008479000,39.8784764,4.2810093,10,2018-09-15 11:47:59
"11068",1537008480000,39.8784987,4.2810186,10,2018-09-15 11:48:00
"11069",1537008481000,39.8785231,4.2810267,10,2018-09-15 11:48:01
"11070",1537008482000,39.8785464,4.2810329,10,2018-09-15 11:48:02
"11071",1537008483000,39.8785647,4.2810398,10,2018-09-15 11:48:03
"11072",1537008484000,39.8785774,4.2810458,10,2018-09-15 11:48:04
"11073",1537008485000,39.8785858,4.2810508,10,2018-09-15 11:48:05
"11074",1537008486000,39.8785919,4.2810541,10,2018-09-15 11:48:06
"11075",1537008487000,39.8785973,4.2810569,10,2018-09-15 11:48:07
"11076",1537008488000,39.8786047,4.2810625,10,2018-09-15 11:48:08
"11077",1537008489000,39.8786138,4.2810716,10,2018-09-15 11:48:09
"11078",1537008490000,39.8786241,4.2810827,10,2018-09-15 11:48:10
"11090",1537008529000,39.878566,4.2811445,10,2018-09-15 11:48:49
"11091",1537008530000,39.8785672,4.28114,10,2018-09-15 11:48:50
"11092",1537008531000,39.8785682,4.2811365,10,2018-09-15 11:48:51
"11093",1537008532000,39.8785691,4.2811335,10,2018-09-15 11:48:52
"11094",1537008533000,39.8785698,4.2811312,10,2018-09-15 11:48:53
"11095",1537008534000,39.8785703,4.2811295,10,2018-09-15 11:48:54
"11096",1537008535000,39.8785709,4.2811288,10,2018-09-15 11:48:55
"11097",1537008536000,39.8785721,4.2811279,10,2018-09-15 11:48:56
"11098",1537008537000,39.8785735,4.2811271,10,2018-09-15 11:48:57
"11110",1537008553000,39.8785701,4.281134,10,2018-09-15 11:49:13
"11111",1537008569000,39.8785484,4.2811569,10,2018-09-15 11:49:29
"11123",1537008588000,39.8785197,4.2811757,10,2018-09-15 11:49:48
"11124",1537008589000,39.8785214,4.2811785,10,2018-09-15 11:49:49
"11125",1537008590000,39.8785237,4.2811811,10,2018-09-15 11:49:50
"11126",1537008591000,39.8785257,4.2811821,10,2018-09-15 11:49:51
"11127",1537008603671,39.8785268,4.281221,10,2018-09-15 11:50:03
"11140",1537008650000,39.8785645,4.281367,10,2018-09-15 11:50:50
"11141",1537008651000,39.8785713,4.2813698,10,2018-09-15 11:50:51
"11142",1537008652000,39.8785796,4.2813718,10,2018-09-15 11:50:52
"11143",1537008668000,39.8786408,4.281329,10,2018-09-15 11:51:08
"11144",1537008684000,39.8786756,4.2812191,10,2018-09-15 11:51:24
"11145",1537008700000,39.8786754,4.2811867,10,2018-09-15 11:51:40
"11146",1537008710899,39.8786049,4.2812754,10,2018-09-15 11:51:50
"11147",1537008711450,39.8786049,4.2812754,10,2018-09-15 11:51:51
"11148",1537008771000,39.8785137,4.2813417,10,2018-09-15 11:52:51
"11149",1537008772000,39.8785125,4.281333,10,2018-09-15 11:52:52
"11150",1537008773000,39.878511,4.2813149,10,2018-09-15 11:52:53
"11151",1537008789000,39.8785228,4.2812166,10,2018-09-15 11:53:09
"11152",1537008805000,39.8785363,4.2812163,10,2018-09-15 11:53:25
"11153",1537008821000,39.8785522,4.2812185,10,2018-09-15 11:53:41
"11154",1537008831232,39.8785917,4.2812551,10,2018-09-15 11:53:51
"11155",1537008833000,39.8785997,4.2812721,10,2018-09-15 11:53:53
"11156",1537008834000,39.8785998,4.2812774,10,2018-09-15 11:53:54
"11157",1537008835000,39.8785995,4.2812816,10,2018-09-15 11:53:55
"11158",1537008835103,39.8785995,4.2812816,10,2018-09-15 11:53:55
"11170",1537008852740,39.8786098,4.2813319,10,2018-09-15 11:54:12
"11171",1537008885476,39.8786544,4.2812234,16,2018-09-15 11:54:45
"11172",1537008952000,39.8786522,4.2813187,10,2018-09-15 11:55:52
"11173",1537008952952,39.8786518,4.2813166,10,2018-09-15 11:55:52
"11174",1537008953000,39.8786518,4.2813166,10,2018-09-15 11:55:53
"11175",1537008971000,39.8786578,4.2813254,10,2018-09-15 11:56:11
"11187",1537009013000,39.8785498,4.2813301,10,2018-09-15 11:56:53
"11188",1537009014000,39.878549,4.2813309,10,2018-09-15 11:56:54
"11189",1537009015000,39.8785484,4.2813315,10,2018-09-15 11:56:55
"11190",1537009030000,39.8785465,4.2813361,10,2018-09-15 11:57:10
"11202",1537009073000,39.8785442,4.2813452,10,2018-09-15 11:57:53
"11203",1537009073312,39.8785442,4.2813452,10,2018-09-15 11:57:53
"11204",1537009089000,39.8785595,4.2813709,10,2018-09-15 11:58:09
"11205",1537009104000,39.8785523,4.2813738,10,2018-09-15 11:58:24
"11206",1537009111415,39.8785703,4.2813312,10,2018-09-15 11:58:31
"11207",1537009134000,39.8786059,4.2812977,10,2018-09-15 11:58:54
"11208",1537009135000,39.878606,4.2812977,10,2018-09-15 11:58:55
"11209",1537009150000,39.8786062,4.2812973,10,2018-09-15 11:59:10
"11210",1537009166000,39.8786066,4.2812965,10,2018-09-15 11:59:26
"11211",1537009182000,39.8786069,4.2812958,10,2018-09-15 11:59:42
"11212",1537009185000,39.8786069,4.2812957,10,2018-09-15 11:59:45
"11213",1537009194000,39.878607,4.2812954,10,2018-09-15 11:59:54
"11214",1537009195000,39.878607,4.2812953,10,2018-09-15 11:59:55
"11215",1537009195345,39.878607,4.2812953,10,2018-09-15 11:59:55
"11216",1537009211000,39.8786071,4.2812948,10,2018-09-15 12:00:11
"11217",1537009226000,39.8786073,4.2812945,10,2018-09-15 12:00:26
"11218",1537009241000,39.87862,4.281289,10,2018-09-15 12:00:41
"11219",1537009253858,39.8786581,4.2812458,10,2018-09-15 12:00:53
"11220",1537009255000,39.8786585,4.2812452,10,2018-09-15 12:00:55
"11221",1537009255162,39.8786585,4.2812452,10,2018-09-15 12:00:55
"11222",1537009271000,39.8786596,4.2812438,10,2018-09-15 12:01:11
"11223",1537009287000,39.8786604,4.2812426,10,2018-09-15 12:01:27
"11224",1537009302000,39.8786605,4.2812424,10,2018-09-15 12:01:42
"11225",1537009314878,39.8786602,4.2812428,10,2018-09-15 12:01:54
"11226",1537009316000,39.8786602,4.2812428,10,2018-09-15 12:01:56
"11227",1537009316206,39.8786602,4.2812428,10,2018-09-15 12:01:56
"11228",1537009332000,39.8786447,4.2813137,10,2018-09-15 12:02:12
"11229",1537009347000,39.8786504,4.2813479,10,2018-09-15 12:02:27
"11230",1537009362000,39.8786812,4.2813016,10,2018-09-15 12:02:42
"11231",1537009375938,39.8786851,4.2812997,10,2018-09-15 12:02:55
"11232",1537009378000,39.878685,4.2812997,10,2018-09-15 12:02:58
"11233",1537009378006,39.878685,4.2812997,10,2018-09-15 12:02:58
"11234",1537009394000,39.8786849,4.2812995,10,2018-09-15 12:03:14
"11235",1537009410000,39.8786843,4.2812984,10,2018-09-15 12:03:30
"11236",1537009425000,39.8786837,4.2812971,10,2018-09-15 12:03:45
"11237",1537009435904,39.8786834,4.2812961,10,2018-09-15 12:03:55
"11238",1537009437000,39.8786833,4.2812961,10,2018-09-15 12:03:57
"11239",1537009438000,39.8786833,4.281296,10,2018-09-15 12:03:58
"11240",1537009438034,39.8786833,4.281296,10,2018-09-15 12:03:58
"11241",1537009454000,39.8786829,4.2812948,10,2018-09-15 12:04:14
"11242",1537009470000,39.8786759,4.2812893,10,2018-09-15 12:04:30
"11243",1537009486000,39.8786744,4.2812884,10,2018-09-15 12:04:46
"11244",1537009496866,39.8786746,4.2812886,10,2018-09-15 12:04:56
"11245",1537009498000,39.8786747,4.2812887,10,2018-09-15 12:04:58
"11246",1537009498334,39.8786747,4.2812887,10,2018-09-15 12:04:58
"11247",1537009514000,39.8786749,4.2812886,10,2018-09-15 12:05:14
"11248",1537009530000,39.8786745,4.2812881,10,2018-09-15 12:05:30
"11249",1537009545000,39.8786745,4.2812875,10,2018-09-15 12:05:45
"11250",1537009557901,39.8786744,4.2812867,10,2018-09-15 12:05:57
"11251",1537009559000,39.8786744,4.2812867,10,2018-09-15 12:05:59
"11252",1537009560000,39.8786744,4.2812866,10,2018-09-15 12:06:00
"11253",1537009560763,39.8786744,4.2812866,10,2018-09-15 12:06:00
"11254",1537009561000,39.8786744,4.2812866,10,2018-09-15 12:06:01
"11255",1537009577000,39.8786741,4.2812862,10,2018-09-15 12:06:17
"11256",1537009592000,39.8786666,4.2812829,10,2018-09-15 12:06:32
"11257",1537009608000,39.8786502,4.2812903,10,2018-09-15 12:06:48
"11258",1537009617881,39.8786498,4.2812902,10,2018-09-15 12:06:57
"11259",1537009619000,39.8786498,4.2812902,10,2018-09-15 12:06:59
"11260",1537009619975,39.8786497,4.2812901,10,2018-09-15 12:06:59
"11261",1537009620000,39.8786497,4.2812901,10,2018-09-15 12:07:00
"11262",1537009636000,39.8786494,4.2812891,10,2018-09-15 12:07:16
