"","timestampMs","latitudeE7","longitudeE7","accuracy","Timestamp"
"13183",1537055266005,39.8786544,4.2812234,16,2018-09-16 00:47:46
"13184",1537056001631,39.8786544,4.2812234,16,2018-09-16 01:00:01
"13185",1537056766700,39.8786544,4.2812234,16,2018-09-16 01:12:46
"13186",1537057673409,39.8786544,4.2812234,16,2018-09-16 01:27:53
"13187",1537059409767,39.8786544,4.2812234,16,2018-09-16 01:56:49
"13188",1537059515421,39.8786544,4.2812234,16,2018-09-16 01:58:35
"13189",1537060114149,39.8786544,4.2812234,16,2018-09-16 02:08:34
"13190",1537061961340,39.8786544,4.2812234,16,2018-09-16 02:39:21
"13191",1537062562035,39.8786544,4.2812234,16,2018-09-16 02:49:22
"13192",1537063247593,39.8786544,4.2812234,16,2018-09-16 03:00:47
"13193",1537063878134,39.8786544,4.2812234,16,2018-09-16 03:11:18
"13194",1537064184102,39.8786544,4.2812234,16,2018-09-16 03:16:24
"13195",1537064483749,39.8786544,4.2812234,16,2018-09-16 03:21:23
"13196",1537065084249,39.8786544,4.2812234,16,2018-09-16 03:31:24
"13197",1537066430140,39.8786544,4.2812234,16,2018-09-16 03:53:50
"13198",1537068476428,39.8786544,4.2812234,16,2018-09-16 04:27:56
"13199",1537070310271,39.8786544,4.2812234,16,2018-09-16 04:58:30
"13200",1537070908968,39.8786544,4.2812234,16,2018-09-16 05:08:28
"13201",1537072761223,39.8786544,4.2812234,16,2018-09-16 05:39:21
"13202",1537073362210,39.8786544,4.2812234,16,2018-09-16 05:49:22
"13203",1537075197363,39.8786544,4.2812234,16,2018-09-16 06:19:57
"13204",1537075796147,39.8786544,4.2812234,16,2018-09-16 06:29:56
"13205",1537076772313,39.8786544,4.2812234,16,2018-09-16 06:46:12
"13206",1537077241123,39.8786544,4.2812234,16,2018-09-16 06:54:01
"13207",1537077620163,39.8786544,4.2812234,16,2018-09-16 07:00:20
"13208",1537078003134,39.8786544,4.2812234,16,2018-09-16 07:06:43
"13209",1537078224121,39.8786544,4.2812234,16,2018-09-16 07:10:24
"13210",1537080379192,39.8786544,4.2812234,16,2018-09-16 07:46:19
"13211",1537080979386,39.8786544,4.2812234,16,2018-09-16 07:56:19
"13212",1537082544615,39.8786544,4.2812234,16,2018-09-16 08:22:24
"13213",1537082743882,39.8786544,4.2812234,16,2018-09-16 08:25:43
"13225",1537082747463,39.8786544,4.2812234,16,2018-09-16 08:25:47
"13226",1537082867507,39.8786544,4.2812234,16,2018-09-16 08:27:47
"13227",1537082987533,39.8786544,4.2812234,16,2018-09-16 08:29:47
"13236",1537083107550,39.8786544,4.2812234,16,2018-09-16 08:31:47
"13237",1537083211105,39.8786544,4.2812234,16,2018-09-16 08:33:31
"13238",1537083244197,39.8786544,4.2812234,16,2018-09-16 08:34:04
"13239",1537083407103,39.8786544,4.2812234,16,2018-09-16 08:36:47
"13240",1537083407309,39.8786544,4.2812234,16,2018-09-16 08:36:47
"13241",1537083541119,39.8786544,4.2812234,16,2018-09-16 08:39:01
"13242",1537084428774,39.8786544,4.2812234,16,2018-09-16 08:53:48
"13243",1537084458863,39.8786326,4.2812261,14,2018-09-16 08:54:18
"13244",1537084579043,39.8786326,4.2812261,14,2018-09-16 08:56:19
"13256",1537084698541,39.8786326,4.2812261,14,2018-09-16 08:58:18
"13257",1537084732467,39.8786402,4.2812165,14,2018-09-16 08:58:52
"13258",1537084863253,39.8786544,4.2812234,16,2018-09-16 09:01:03
"13270",1537085104152,39.8786544,4.2812234,16,2018-09-16 09:05:04
"13282",1537085347518,39.8786544,4.2812234,16,2018-09-16 09:09:07
"13292",1537085587588,39.8786544,4.2812234,16,2018-09-16 09:13:07
"13316",1537085947781,39.8786544,4.2812234,16,2018-09-16 09:19:07
"13337",1537086307865,39.8786544,4.2812234,16,2018-09-16 09:25:07
"13348",1537086506861,39.8786544,4.2812234,16,2018-09-16 09:28:26
"13369",1537086867003,39.8786544,4.2812234,16,2018-09-16 09:34:27
"13380",1537087107099,39.8786544,4.2812234,16,2018-09-16 09:38:27
"13391",1537087227127,39.8786544,4.2812234,16,2018-09-16 09:40:27
"13425",1537087767287,39.8786544,4.2812234,16,2018-09-16 09:49:27
"13448",1537088088108,39.8786544,4.2812234,16,2018-09-16 09:54:48
"13449",1537088088826,39.8786544,4.2812234,16,2018-09-16 09:54:48
"13450",1537088236096,39.8786544,4.2812234,16,2018-09-16 09:57:16
"13451",1537088344487,39.8786544,4.2812234,16,2018-09-16 09:59:04
"13452",1537088644725,39.8786544,4.2812234,16,2018-09-16 10:04:04
"13453",1537088944741,39.8786544,4.2812234,16,2018-09-16 10:09:04
"13454",1537088982985,39.8786544,4.2812234,16,2018-09-16 10:09:42
"13455",1537089007523,39.8786544,4.2812234,16,2018-09-16 10:10:07
"13456",1537089721807,39.8786544,4.2812234,16,2018-09-16 10:22:01
"13457",1537089893910,39.8786544,4.2812234,16,2018-09-16 10:24:53
"13458",1537090013928,39.8786544,4.2812234,16,2018-09-16 10:26:53
"13459",1537090133982,39.8786544,4.2812234,16,2018-09-16 10:28:53
"13460",1537090158797,39.8786544,4.2812234,16,2018-09-16 10:29:18
"13461",1537090254023,39.8786544,4.2812234,16,2018-09-16 10:30:54
"13462",1537090824804,39.8786544,4.2812234,16,2018-09-16 10:40:24
"13475",1537091238141,39.8786544,4.2812234,16,2018-09-16 10:47:18
"13487",1537091478265,39.8786544,4.2812234,16,2018-09-16 10:51:18
"13488",1537091598308,39.8786544,4.2812234,16,2018-09-16 10:53:18
"13501",1537094609999,39.8785737,4.2811768,10,2018-09-16 11:43:29
"13513",1537094641999,39.8785412,4.2810692,10,2018-09-16 11:44:01
"13514",1537094656999,39.8784794,4.2808573,10,2018-09-16 11:44:16
"13515",1537094672999,39.8785615,4.2806731,10,2018-09-16 11:44:32
"13527",1537094699999,39.8789593,4.2797649,10,2018-09-16 11:44:59
"13528",1537094715999,39.8789195,4.2792591,10,2018-09-16 11:45:15
"13529",1537094730999,39.8794101,4.2792684,10,2018-09-16 11:45:30
"13530",1537094733999,39.8795237,4.2792914,10,2018-09-16 11:45:33
"13531",1537094743999,39.8800451,4.2794068,10,2018-09-16 11:45:43
"13532",1537094759999,39.8803209,4.2790239,10,2018-09-16 11:45:59
"13544",1537094790999,39.8811389,4.2785798,10,2018-09-16 11:46:30
"13545",1537094793999,39.8812556,4.2786115,10,2018-09-16 11:46:33
"13557",1537094819999,39.8822353,4.2793071,10,2018-09-16 11:46:59
"13569",1537094849999,39.88281,4.2796915,10,2018-09-16 11:47:29
"13570",1537094854999,39.8828418,4.279726,10,2018-09-16 11:47:34
"13571",1537094864999,39.8828393,4.2797506,10,2018-09-16 11:47:44
"13572",1537094880999,39.8833192,4.2791366,10,2018-09-16 11:48:00
"13584",1537094912999,39.883762,4.2756222,10,2018-09-16 11:48:32
"13585",1537094914999,39.883572,4.2754583,10,2018-09-16 11:48:34
"13586",1537094924999,39.8833042,4.2744027,10,2018-09-16 11:48:44
"13587",1537094939999,39.883959,4.272765,10,2018-09-16 11:48:59
"13588",1537094955999,39.8841646,4.2721557,10,2018-09-16 11:49:15
"13600",1537094974999,39.8841632,4.272144,10,2018-09-16 11:49:34
"13601",1537094984999,39.8840922,4.2716601,12,2018-09-16 11:49:44
"13613",1537095015999,39.8819676,4.2703831,10,2018-09-16 11:50:15
"13614",1537095030999,39.8819291,4.2681124,12,2018-09-16 11:50:30
"13615",1537095034999,39.8819663,4.2674979,12,2018-09-16 11:50:34
"13616",1537095044999,39.8820308,4.2660757,12,2018-09-16 11:50:44
"13617",1537095045999,39.8820319,4.2659342,12,2018-09-16 11:50:45
"13618",1537095046999,39.8820305,4.2657964,12,2018-09-16 11:50:46
"13619",1537095047999,39.8820384,4.2656616,16,2018-09-16 11:50:47
"13620",1537095048999,39.8820492,4.2655246,16,2018-09-16 11:50:48
"13621",1537095049999,39.8820507,4.2653824,12,2018-09-16 11:50:49
"13622",1537095050999,39.8820447,4.2652377,12,2018-09-16 11:50:50
"13623",1537095051999,39.8820425,4.2651002,12,2018-09-16 11:50:51
"13624",1537095052999,39.8820448,4.26497,12,2018-09-16 11:50:52
"13625",1537095053999,39.8820481,4.2648525,16,2018-09-16 11:50:53
"13637",1537095084999,39.8822634,4.2613118,10,2018-09-16 11:51:24
"13638",1537095100999,39.8824354,4.2596575,10,2018-09-16 11:51:40
"13639",1537095103999,39.8823771,4.2594066,10,2018-09-16 11:51:43
"13640",1537095105999,39.88235,4.2591905,10,2018-09-16 11:51:45
"13652",1537095136999,39.8825143,4.2556824,10,2018-09-16 11:52:16
"13653",1537095151999,39.8827078,4.2533753,10,2018-09-16 11:52:31
"13654",1537095155999,39.882975,4.252856,10,2018-09-16 11:52:35
"13655",1537095165999,39.8837959,4.2522651,10,2018-09-16 11:52:45
"13656",1537095166999,39.8838643,4.2521799,10,2018-09-16 11:52:46
"13669",1537095198999,39.886237,4.250039,10,2018-09-16 11:53:18
"13681",1537095216999,39.8881242,4.249078,10,2018-09-16 11:53:36
"13682",1537095226999,39.8888368,4.2489238,10,2018-09-16 11:53:46
"13796",1537096718000,39.9875567,4.0818705,10,2018-09-16 12:18:38
"13797",1537096734000,39.9874649,4.0816918,10,2018-09-16 12:18:54
"13798",1537096749000,39.9875056,4.0820158,10,2018-09-16 12:19:09
"13799",1537096765000,39.9882296,4.0842598,10,2018-09-16 12:19:25
"13811",1537096796000,39.9878536,4.0896105,10,2018-09-16 12:19:56
"13812",1537096812000,39.9876719,4.0902669,10,2018-09-16 12:20:12
"13813",1537096828000,39.9881936,4.0911843,10,2018-09-16 12:20:28
"13825",1537096858000,39.9890547,4.0921129,10,2018-09-16 12:20:58
"13837",1537096889000,39.9905772,4.092665,10,2018-09-16 12:21:29
"13849",1537096920000,39.9914036,4.0935177,10,2018-09-16 12:22:00
"13850",1537096935000,39.9913072,4.0940295,10,2018-09-16 12:22:15
"13851",1537096950000,39.9904467,4.0946849,10,2018-09-16 12:22:30
"13852",1537096965000,39.9894285,4.0953785,10,2018-09-16 12:22:45
"13900",1537097259000,39.9892606,4.0958814,10,2018-09-16 12:27:39
"13901",1537097275000,39.9892605,4.0958609,10,2018-09-16 12:27:55
"13902",1537097290000,39.9892615,4.0958624,10,2018-09-16 12:28:10
"13903",1537097389016,39.9892525,4.095471,16,2018-09-16 12:29:49
"13904",1537097524260,39.9877754,4.0958254,17,2018-09-16 12:32:04
"13905",1537097614627,39.9878639,4.0959576,17,2018-09-16 12:33:34
"13941",1537098257103,39.9847705,4.1130315,16,2018-09-16 12:44:17
"13953",1537098504133,39.9848109,4.1130256,16,2018-09-16 12:48:24
"13965",1537098738216,39.9848771,4.1131864,32,2018-09-16 12:52:18
"13977",1537099003004,39.9848036,4.1132059,30,2018-09-16 12:56:43
"14011",1537099701092,39.9847491,4.1134167,31,2018-09-16 13:08:21
"14035",1537100368103,39.984917,4.1129766,29,2018-09-16 13:19:28
"14095",1537101558905,39.9848717,4.1130556,16,2018-09-16 13:39:18
"14096",1537101575000,39.9851775,4.1130858,10,2018-09-16 13:39:35
"14144",1537102034400,39.9848285,4.1130422,15,2018-09-16 13:47:14
"14145",1537102155084,39.9847877,4.1131579,14,2018-09-16 13:49:15
"14170",1537102484669,39.9849306,4.1131034,33,2018-09-16 13:54:44
"14238",1537103276024,39.9878373,4.0959079,14,2018-09-16 14:07:56
"14256",1537103574000,39.9892876,4.0960728,10,2018-09-16 14:12:54
"14268",1537103604000,39.9888652,4.0955609,10,2018-09-16 14:13:24
"14280",1537103622000,39.9880316,4.0955844,10,2018-09-16 14:13:42
"14281",1537103633000,39.9882768,4.0957169,10,2018-09-16 14:13:53
"14282",1537103634000,39.9882808,4.0957161,10,2018-09-16 14:13:54
"14294",1537103680000,39.9905554,4.0945988,10,2018-09-16 14:14:40
"14295",1537103684000,39.9907954,4.0944483,10,2018-09-16 14:14:44
"14296",1537103693000,39.9912636,4.0941547,10,2018-09-16 14:14:53
"14297",1537103708000,39.9921797,4.0939722,10,2018-09-16 14:15:08
"14309",1537103739000,39.9946122,4.0954356,10,2018-09-16 14:15:39
"14310",1537103743000,39.994915,4.096039,10,2018-09-16 14:15:43
"14311",1537103754000,39.9961257,4.0968802,10,2018-09-16 14:15:54
"14323",1537103785000,40.000573,4.0974728,12,2018-09-16 14:16:25
"14336",1537103805000,40.003634,4.0985735,16,2018-09-16 14:16:45
"14337",1537103815000,40.0048604,4.0994932,16,2018-09-16 14:16:55
"14338",1537103816000,40.0049125,4.0996434,16,2018-09-16 14:16:56
"14339",1537103832000,40.0068407,4.1011235,12,2018-09-16 14:17:12
"14340",1537103847000,40.0088553,4.1014398,12,2018-09-16 14:17:27
"14341",1537103863000,40.0107633,4.103032,12,2018-09-16 14:17:43
"14342",1537103866000,40.0111221,4.1033732,16,2018-09-16 14:17:46
"14343",1537103876000,40.01227,4.1046355,16,2018-09-16 14:17:56
"14344",1537103892000,40.0141427,4.1068663,16,2018-09-16 14:18:12
"14345",1537103908000,40.0152815,4.1097133,12,2018-09-16 14:18:28
"14358",1537103926000,40.0176175,4.110986,12,2018-09-16 14:18:46
"14359",1537103936617,40.0191657,4.111369,10,2018-09-16 14:18:56
"14360",1537103937000,40.0191657,4.111369,10,2018-09-16 14:18:57
"14384",1537103987000,40.0266248,4.1141641,12,2018-09-16 14:19:47
"14385",1537103997000,40.0271588,4.1146653,10,2018-09-16 14:19:57
"14398",1537104028000,40.0307311,4.1160711,12,2018-09-16 14:20:28
"14410",1537104047000,40.0339218,4.117607,10,2018-09-16 14:20:47
"14411",1537104057000,40.0355731,4.1183826,12,2018-09-16 14:20:57
"14412",1537104058000,40.0357372,4.1184637,12,2018-09-16 14:20:58
"14413",1537104073000,40.0381607,4.1196316,10,2018-09-16 14:21:13
"14425",1537104104000,40.0421821,4.1230475,10,2018-09-16 14:21:44
"14426",1537104110000,40.0428696,4.1237057,10,2018-09-16 14:21:50
"14427",1537104118000,40.0438485,4.1244974,10,2018-09-16 14:21:58
"14428",1537104119000,40.0439715,4.1245949,10,2018-09-16 14:21:59
"14429",1537104134000,40.0458551,4.1261443,10,2018-09-16 14:22:14
"14430",1537104150000,40.0478989,4.1269287,10,2018-09-16 14:22:30
"14431",1537104166000,40.0497422,4.127242,10,2018-09-16 14:22:46
"14432",1537104169000,40.0499741,4.1274383,12,2018-09-16 14:22:49
"14433",1537104178000,40.0503092,4.1277697,10,2018-09-16 14:22:58
"14434",1537104179000,40.0503582,4.1278125,10,2018-09-16 14:22:59
"14447",1537104210000,40.0505834,4.128413,10,2018-09-16 14:23:30
"14448",1537104226000,40.0506306,4.1288685,10,2018-09-16 14:23:46
"14449",1537104229000,40.0507548,4.1289915,10,2018-09-16 14:23:49
"14450",1537104238000,40.051091,4.1293228,10,2018-09-16 14:23:58
"14451",1537104239000,40.0511285,4.1293601,10,2018-09-16 14:23:59
"14464",1537104303161,40.0526511,4.1296466,34,2018-09-16 14:25:03
"14490",1537104643181,40.054579,4.130073,17,2018-09-16 14:30:43
"14491",1537104763134,40.0554613,4.1302,16,2018-09-16 14:32:43
"14503",1537104993411,40.0548441,4.1292516,14,2018-09-16 14:36:33
"14508",1537105367238,40.0553174,4.1312662,46,2018-09-16 14:42:47
"14513",1537105634649,40.054756,4.1302647,32,2018-09-16 14:47:14
"14515",1537105888801,40.0551359,4.1305924,32,2018-09-16 14:51:28
"14539",1537106294261,40.0552064,4.1305056,35,2018-09-16 14:58:14
"14574",1537106894334,40.0551055,4.1306319,38,2018-09-16 15:08:14
"14586",1537107147778,40.0551814,4.1308397,47,2018-09-16 15:12:27
"14587",1537107270474,40.0551313,4.1304425,38,2018-09-16 15:14:30
"14599",1537107498628,40.0549597,4.1302945,29,2018-09-16 15:18:18
"14600",1537107636462,40.0541536,4.1298429,23,2018-09-16 15:20:36
"14602",1537107877132,40.0526385,4.1298314,14,2018-09-16 15:24:37
"14614",1537108116020,40.0543189,4.1298638,31,2018-09-16 15:28:36
"14626",1537108147999,40.0544436,4.1299008,10,2018-09-16 15:29:07
"14627",1537108162999,40.0538071,4.1297252,10,2018-09-16 15:29:22
"14628",1537108177999,40.0531304,4.1298366,10,2018-09-16 15:29:37
"14640",1537108204999,40.0518414,4.1299688,10,2018-09-16 15:30:04
"14652",1537108235999,40.050612,4.1288331,10,2018-09-16 15:30:35
"14653",1537108251999,40.0507053,4.1282132,10,2018-09-16 15:30:51
"14654",1537108254999,40.0507229,4.1281894,10,2018-09-16 15:30:54
"14655",1537108264999,40.0503624,4.1277825,10,2018-09-16 15:31:04
"14656",1537108265060,40.0503624,4.1277825,11,2018-09-16 15:31:05
"14657",1537108280999,40.0494054,4.1270572,10,2018-09-16 15:31:20
"14663",1537108311999,40.0464419,4.1266212,10,2018-09-16 15:31:51
"14664",1537108320999,40.0454813,4.1258219,10,2018-09-16 15:32:00
"14665",1537108324999,40.0450711,4.1254796,10,2018-09-16 15:32:04
"14666",1537108325999,40.0449673,4.1253966,10,2018-09-16 15:32:05
"14667",1537108326999,40.0448637,4.1253117,10,2018-09-16 15:32:06
"14668",1537108327999,40.0447594,4.1252284,10,2018-09-16 15:32:07
"14669",1537108328999,40.0446554,4.1251445,10,2018-09-16 15:32:08
"14670",1537108329999,40.0445516,4.1250601,10,2018-09-16 15:32:09
"14671",1537108330999,40.0444475,4.1249765,10,2018-09-16 15:32:10
"14677",1537108361999,40.0413164,4.1220641,10,2018-09-16 15:32:41
"14678",1537108376999,40.0398352,4.1203989,10,2018-09-16 15:32:56
"14679",1537108380999,40.0393328,4.1200916,10,2018-09-16 15:33:00
"14680",1537108385999,40.0386334,4.1197783,10,2018-09-16 15:33:05
"14681",1537108386999,40.0384912,4.1197127,10,2018-09-16 15:33:06
"14682",1537108401999,40.0364013,4.118749,10,2018-09-16 15:33:21
"14694",1537108432999,40.0316768,4.1165254,12,2018-09-16 15:33:52
"14695",1537108436999,40.0310201,4.1162404,12,2018-09-16 15:33:56
"14696",1537108445999,40.0295736,4.1155232,12,2018-09-16 15:34:05
"14697",1537108446999,40.0294178,4.1154437,12,2018-09-16 15:34:06
"14698",1537108447999,40.029261,4.1153692,12,2018-09-16 15:34:07
"14722",1537108496999,40.0241986,4.1162006,12,2018-09-16 15:34:56
"14724",1537108802203,39.9997636,4.1675055,48,2018-09-16 15:40:02
"14725",1537108803185,39.999603,4.167334,32,2018-09-16 15:40:03
"14726",1537108804169,39.9994383,4.1672927,32,2018-09-16 15:40:04
"14727",1537108805192,39.999268,4.1672881,32,2018-09-16 15:40:05
"14728",1537108813000,39.997948,4.1672581,12,2018-09-16 15:40:13
"14729",1537108814000,39.9977736,4.1673103,12,2018-09-16 15:40:14
"14730",1537108815000,39.9976032,4.1673666,12,2018-09-16 15:40:15
"14731",1537108816000,39.9974329,4.1674238,12,2018-09-16 15:40:16
"14732",1537108817000,39.9972601,4.1674874,12,2018-09-16 15:40:17
"14744",1537108834000,39.9945406,4.1692325,10,2018-09-16 15:40:34
"14756",1537108866000,39.9905541,4.1744178,12,2018-09-16 15:41:06
"14757",1537108867000,39.9905257,4.1744688,12,2018-09-16 15:41:07
"14758",1537108873000,39.9902634,4.1748589,12,2018-09-16 15:41:13
"14770",1537108905000,39.9894875,4.1808759,10,2018-09-16 15:41:45
"14782",1537108923000,39.9890105,4.1844777,10,2018-09-16 15:42:03
"14783",1537108934000,39.9881637,4.186357,10,2018-09-16 15:42:14
"14784",1537108935000,39.9880227,4.186485,10,2018-09-16 15:42:15
"14785",1537108936000,39.9878807,4.1866095,10,2018-09-16 15:42:16
"14786",1537108937000,39.9877302,4.1867251,12,2018-09-16 15:42:17
"14798",1537108968000,39.9830548,4.1908122,10,2018-09-16 15:42:48
"14799",1537108984000,39.9808192,4.1930583,10,2018-09-16 15:43:04
"14800",1537108987000,39.9804105,4.1934684,10,2018-09-16 15:43:07
"14801",1537108995000,39.9792043,4.1943575,10,2018-09-16 15:43:15
"14802",1537108996000,39.9790424,4.1944401,10,2018-09-16 15:43:16
"14803",1537108997000,39.978879,4.1945168,10,2018-09-16 15:43:17
"14804",1537108998000,39.9787155,4.1945988,10,2018-09-16 15:43:18
"14805",1537108999000,39.9785517,4.1946831,10,2018-09-16 15:43:19
"14807",1537109001000,39.9782236,4.1948498,10,2018-09-16 15:43:21
"14808",1537109016000,39.9757325,4.1961436,10,2018-09-16 15:43:36
"14809",1537109032000,39.9730027,4.1975703,10,2018-09-16 15:43:52
"14810",1537109048000,39.9707743,4.1995287,10,2018-09-16 15:44:08
"14811",1537109051000,39.9704047,4.2000637,10,2018-09-16 15:44:11
"14812",1537109056000,39.9697931,4.2009466,10,2018-09-16 15:44:16
"14813",1537109057000,39.9696757,4.2011262,10,2018-09-16 15:44:17
"14814",1537109071000,39.9684827,4.2036436,12,2018-09-16 15:44:31
"14815",1537109116000,39.9630556,4.2094784,10,2018-09-16 15:45:16
"14816",1537109117000,39.9629088,4.2095087,10,2018-09-16 15:45:17
"14817",1537109118000,39.9627601,4.2095253,10,2018-09-16 15:45:18
"14818",1537109119000,39.9626065,4.2095293,10,2018-09-16 15:45:19
"14819",1537109120000,39.9624526,4.2095097,10,2018-09-16 15:45:20
"14820",1537109121000,39.9622966,4.2094866,10,2018-09-16 15:45:21
"14821",1537109122000,39.9621343,4.2094543,10,2018-09-16 15:45:22
"14822",1537109123000,39.9619725,4.2094158,10,2018-09-16 15:45:23
"14823",1537109124000,39.9618122,4.2093744,10,2018-09-16 15:45:24
"14824",1537109125000,39.9616504,4.2093343,10,2018-09-16 15:45:25
"14825",1537109126000,39.9614878,4.2092993,10,2018-09-16 15:45:26
"14826",1537109127000,39.9613221,4.2092724,10,2018-09-16 15:45:27
"14827",1537109128000,39.9611569,4.2092425,12,2018-09-16 15:45:28
"14828",1537109129000,39.9609883,4.2092142,12,2018-09-16 15:45:29
"14829",1537109130000,39.9608199,4.2091952,12,2018-09-16 15:45:30
"14830",1537109131000,39.9606513,4.2091789,12,2018-09-16 15:45:31
"14831",1537109132000,39.9604807,4.2091666,10,2018-09-16 15:45:32
"14832",1537109133000,39.9603115,4.2091519,10,2018-09-16 15:45:33
"14833",1537109134000,39.9601476,4.209138,10,2018-09-16 15:45:34
"14834",1537109135000,39.9599865,4.209127,10,2018-09-16 15:45:35
"14835",1537109136000,39.9598291,4.2091168,10,2018-09-16 15:45:36
"14836",1537109137000,39.9596755,4.2091056,10,2018-09-16 15:45:37
"14837",1537109138000,39.959524,4.2091033,10,2018-09-16 15:45:38
"14838",1537109139000,39.9593789,4.2091177,10,2018-09-16 15:45:39
"14839",1537109140000,39.9592356,4.2091633,12,2018-09-16 15:45:40
"14840",1537109141000,39.9590996,4.2092586,12,2018-09-16 15:45:41
"14841",1537109142000,39.9589707,4.20939,12,2018-09-16 15:45:42
"14842",1537109143000,39.9588528,4.2095237,12,2018-09-16 15:45:43
"14843",1537109144000,39.9587301,4.2096429,12,2018-09-16 15:45:44
"14844",1537109145000,39.9586089,4.2097645,12,2018-09-16 15:45:45
"14845",1537109146000,39.9584851,4.2098874,12,2018-09-16 15:45:46
"14846",1537109147000,39.9583632,4.2100169,12,2018-09-16 15:45:47
"14847",1537109148000,39.9582471,4.2101562,12,2018-09-16 15:45:48
"14848",1537109149000,39.9581502,4.2103087,12,2018-09-16 15:45:49
"14849",1537109150000,39.9580781,4.2104792,12,2018-09-16 15:45:50
"14850",1537109151000,39.9580219,4.2106676,12,2018-09-16 15:45:51
"14851",1537109152000,39.9579703,4.2108553,12,2018-09-16 15:45:52
"14852",1537109153000,39.9579206,4.2110401,12,2018-09-16 15:45:53
"14853",1537109154000,39.9578408,4.2112065,12,2018-09-16 15:45:54
"14854",1537109155000,39.9577518,4.2113685,12,2018-09-16 15:45:55
"14855",1537109156000,39.9576385,4.2115023,10,2018-09-16 15:45:56
"14856",1537109157000,39.9575101,4.2116163,10,2018-09-16 15:45:57
"14857",1537109158000,39.9573728,4.2117155,10,2018-09-16 15:45:58
"14858",1537109159000,39.9572264,4.2118013,10,2018-09-16 15:45:59
"14859",1537109160000,39.9570752,4.2118848,10,2018-09-16 15:46:00
"14860",1537109161000,39.9569291,4.2119658,10,2018-09-16 15:46:01
"14861",1537109162000,39.9567906,4.2120578,10,2018-09-16 15:46:02
"14862",1537109163000,39.956654,4.2121514,10,2018-09-16 15:46:03
"14863",1537109164000,39.9565177,4.2122445,10,2018-09-16 15:46:04
"14864",1537109165000,39.9563853,4.212341,10,2018-09-16 15:46:05
"14865",1537109166000,39.9562596,4.2124408,10,2018-09-16 15:46:06
"14866",1537109167000,39.9561471,4.2125673,10,2018-09-16 15:46:07
"14867",1537109168000,39.956031,4.212697,10,2018-09-16 15:46:08
"14868",1537109169000,39.9559317,4.2128539,10,2018-09-16 15:46:09
"14869",1537109170000,39.9558391,4.2130189,10,2018-09-16 15:46:10
"14870",1537109171000,39.9557495,4.2131929,10,2018-09-16 15:46:11
"14871",1537109172000,39.9556478,4.2133617,10,2018-09-16 15:46:12
"14872",1537109173000,39.9555514,4.2135355,10,2018-09-16 15:46:13
"14873",1537109174000,39.9554514,4.2137034,10,2018-09-16 15:46:14
"14874",1537109175000,39.9553569,4.2138701,10,2018-09-16 15:46:15
"14875",1537109176000,39.9552518,4.2140327,12,2018-09-16 15:46:16
"14876",1537109177000,39.9551557,4.2141948,12,2018-09-16 15:46:17
"14877",1537109178000,39.9550584,4.2143595,12,2018-09-16 15:46:18
"14878",1537109179000,39.9549697,4.2145259,12,2018-09-16 15:46:19
"14879",1537109180000,39.9548781,4.2146839,10,2018-09-16 15:46:20
"14880",1537109181000,39.9547888,4.2148475,10,2018-09-16 15:46:21
"14881",1537109182000,39.9546972,4.2150007,10,2018-09-16 15:46:22
"14882",1537109183000,39.9546121,4.215151,10,2018-09-16 15:46:23
"14883",1537109184000,39.9545185,4.2153011,10,2018-09-16 15:46:24
"14884",1537109185000,39.9544218,4.2154424,10,2018-09-16 15:46:25
"14896",1537109187000,39.9541967,4.2156853,10,2018-09-16 15:46:27
"14897",1537109188000,39.9540619,4.2157854,10,2018-09-16 15:46:28
"14898",1537109189000,39.9539124,4.2158747,10,2018-09-16 15:46:29
"14899",1537109190000,39.9537592,4.2159523,10,2018-09-16 15:46:30
"14900",1537109191000,39.9536159,4.2160373,10,2018-09-16 15:46:31
"14901",1537109192000,39.9534765,4.2161282,10,2018-09-16 15:46:32
"14902",1537109193000,39.9533369,4.2162177,10,2018-09-16 15:46:33
"14903",1537109194000,39.9531933,4.2163014,10,2018-09-16 15:46:34
"14904",1537109195000,39.9530478,4.216381,10,2018-09-16 15:46:35
"14905",1537109196000,39.9529004,4.2164576,10,2018-09-16 15:46:36
"14906",1537109197000,39.9527525,4.2165368,10,2018-09-16 15:46:37
"14907",1537109198000,39.9526028,4.2166141,10,2018-09-16 15:46:38
"14908",1537109199000,39.9524542,4.2166897,10,2018-09-16 15:46:39
"14909",1537109200000,39.9523043,4.2167689,10,2018-09-16 15:46:40
"14910",1537109201000,39.9521543,4.2168489,10,2018-09-16 15:46:41
"14911",1537109202000,39.9520044,4.2169304,10,2018-09-16 15:46:42
"14912",1537109203000,39.951855,4.2170125,10,2018-09-16 15:46:43
"14913",1537109204000,39.9517034,4.2170934,10,2018-09-16 15:46:44
"14914",1537109205000,39.9515553,4.2171718,10,2018-09-16 15:46:45
"14915",1537109206000,39.9514071,4.2172476,10,2018-09-16 15:46:46
"14916",1537109207000,39.951256,4.217317,10,2018-09-16 15:46:47
"14917",1537109208000,39.9511047,4.2173928,10,2018-09-16 15:46:48
"14918",1537109209000,39.9509508,4.2174605,10,2018-09-16 15:46:49
"14919",1537109210000,39.9507957,4.2175271,10,2018-09-16 15:46:50
"14920",1537109211000,39.9506375,4.2175857,10,2018-09-16 15:46:51
"14921",1537109212000,39.9504793,4.217649,10,2018-09-16 15:46:52
